"case","event","startTime","completeTime","enddate_planned","enddate","responsible","channel","startdate","department","deadline","group","addedCost","cost","org:resource","org:group"
"case_100187","Confirmation of receipt","2011/10/18 12:34:39.087","2011/10/18 12:34:39.087","2012/01/03 12:51:06.416","2011/10/18 12:34:37.957","admin3","Internet","2011/10/17 13:51:06.416","Customer contact","2012/01/03 12:51:06.416",,,"<1000","admin2","Group 1"
"case_100188","Confirmation of receipt","2011/10/28 09:31:29.136","2011/10/28 09:31:29.136","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","EMPTY"
"case_100188","T02 Check confirmation of receipt","2011/10/28 09:31:49.811","2011/10/28 09:31:49.811","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","Group 4"
"case_100188","T04 Determine confirmation of receipt","2011/10/28 09:32:08.374","2011/10/28 09:32:08.374","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","Group 3"
"case_100188","T05 Print and send confirmation of receipt","2011/10/28 09:32:49.753","2011/10/28 09:32:49.753","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","Group 2"
"case_100188","T06 Determine necessity of stop advice","2011/10/28 09:45:06.394","2011/10/28 09:45:06.394","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_100188","T10 Determine necessity to stop indication","2011/10/28 10:01:50.118","2011/10/28 10:01:50.118","2011/12/23 00:06:40.010","2011/12/15 23:00:00.010","Resource06","Internet","2011/10/12 00:06:40.020","General","2012/01/11 00:06:40.000","Group 5",,"<1000","Resource06","Group 1"
"case_100189","Confirmation of receipt","2011/11/22 12:46:36.256","2011/11/22 12:46:36.256","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","EMPTY"
"case_100189","T02 Check confirmation of receipt","2011/11/22 12:48:39.989","2011/11/22 12:48:39.989","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","Group 4"
"case_100189","T04 Determine confirmation of receipt","2011/11/22 12:49:21.982","2011/11/22 12:49:21.982","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","Group 3"
"case_100189","T05 Print and send confirmation of receipt","2011/11/22 12:52:51.629","2011/11/22 12:52:51.629","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","Group 2"
"case_100189","T06 Determine necessity of stop advice","2011/11/22 12:57:59.101","2011/11/22 12:57:59.101","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","Group 1"
"case_100189","T10 Determine necessity to stop indication","2011/11/22 12:59:50.916","2011/11/22 12:59:50.916","2012/12/08 00:06:40.010","2011/11/30 07:48:31.281","Resource22","Internet","2011/10/13 00:06:40.020","General","2012/12/08 00:06:40.000","Group 5",,"<1000","Resource22","Group 1"
"case_100190","Confirmation of receipt","2011/11/09 19:39:03.392","2011/11/09 19:39:03.392","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100190","T02 Check confirmation of receipt","2011/11/09 19:39:34.137","2011/11/09 19:39:34.137","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100190","T04 Determine confirmation of receipt","2011/11/09 19:40:02.334","2011/11/09 19:40:02.334","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100190","T05 Print and send confirmation of receipt","2011/11/09 19:40:26.677","2011/11/09 19:40:26.677","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100190","T06 Determine necessity of stop advice","2011/11/09 19:40:49.698","2011/11/09 19:40:49.698","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","Group 1"
"case_100190","T10 Determine necessity to stop indication","2011/11/09 19:41:13.745","2011/11/09 19:41:13.745","2011/12/08 00:06:40.010","2011/11/16 09:31:30.572","Resource13","Internet","2011/10/13 00:06:40.020","General","2011/12/08 00:06:40.000","Group 5",,"<1000","Resource13","Group 1"
"case_100191","Confirmation of receipt","2011/10/20 11:39:37.946","2011/10/20 11:39:37.946","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","EMPTY"
"case_100191","T02 Check confirmation of receipt","2011/10/20 11:40:07.912","2011/10/20 11:40:07.912","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","Group 4"
"case_100191","T04 Determine confirmation of receipt","2011/10/20 11:40:31.903","2011/10/20 11:40:31.903","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","Group 3"
"case_100191","T05 Print and send confirmation of receipt","2011/10/20 11:41:02.031","2011/10/20 11:41:02.031","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","Group 2"
"case_100191","T06 Determine necessity of stop advice","2011/10/20 11:41:28.600","2011/10/20 11:41:28.600","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","Group 1"
"case_100191","T10 Determine necessity to stop indication","2011/10/20 11:42:01.990","2011/10/20 11:42:01.990","2011/12/09 00:06:40.010","2011/10/24 10:39:09.003","Resource06","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource20","Group 1"
"case_100192","Confirmation of receipt","2011/11/07 14:10:10.205","2011/11/07 14:10:10.205","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","EMPTY"
"case_100192","T02 Check confirmation of receipt","2011/11/07 14:11:51.689","2011/11/07 14:11:51.689","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","EMPTY"
"case_100192","T04 Determine confirmation of receipt","2011/11/07 14:12:53.254","2011/11/07 14:12:53.254","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","EMPTY"
"case_100192","T05 Print and send confirmation of receipt","2011/11/07 14:13:17.976","2011/11/07 14:13:17.976","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","EMPTY"
"case_100192","T06 Determine necessity of stop advice","2011/11/07 14:14:49.848","2011/11/07 14:14:49.848","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","Group 1"
"case_100192","T10 Determine necessity to stop indication","2011/11/07 14:16:47.427","2011/11/07 14:16:47.427","2012/01/04 23:00:00.010","2011/12/30 14:41:42.684","Resource08","Internet","2011/10/14 00:06:40.020","General","2012/01/04 23:00:00.000","Group 5",,"<1000","Resource08","Group 1"
"case_100193","Confirmation of receipt","2011/11/09 18:43:25.050","2011/11/09 18:43:25.050","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100193","T06 Determine necessity of stop advice","2011/11/09 18:43:50.463","2011/11/09 18:43:50.463","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","Group 1"
"case_100193","T02 Check confirmation of receipt","2011/11/09 18:44:27.071","2011/11/09 18:44:27.071","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100193","T04 Determine confirmation of receipt","2011/11/09 18:44:58.894","2011/11/09 18:44:58.894","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","EMPTY"
"case_100193","T10 Determine necessity to stop indication","2011/11/09 18:45:21.385","2011/11/09 18:45:21.385","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","Group 1"
"case_100193","T05 Print and send confirmation of receipt","2011/11/09 18:48:48.443","2011/11/09 18:48:48.443","2011/12/09 00:06:40.010","2011/11/18 08:47:22.105","Resource13","Internet","2011/10/14 00:06:40.020","General","2011/12/09 00:06:40.000","Group 5",,"<1000","Resource13","Group 2"
"case_100194","Confirmation of receipt","2011/10/19 08:56:55.204","2011/10/19 08:56:55.204","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100194","T02 Check confirmation of receipt","2011/10/19 08:57:39.722","2011/10/19 08:57:39.722","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 4"
"case_100194","T04 Determine confirmation of receipt","2011/10/19 08:58:15.323","2011/10/19 08:58:15.323","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 3"
"case_100194","T05 Print and send confirmation of receipt","2011/10/19 08:58:36.018","2011/10/19 08:58:36.018","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 2"
"case_100194","T06 Determine necessity of stop advice","2011/10/19 08:58:54.326","2011/10/19 08:58:54.326","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100194","T10 Determine necessity to stop indication","2011/10/20 13:06:59.060","2011/10/20 13:06:59.060","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100194","T11 Create document X request unlicensed","2012/01/18 08:48:33.680","2012/01/18 08:48:33.680","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100194","T12 Check document X request unlicensed","2012/01/18 08:49:09.359","2012/01/18 08:49:09.359","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 4"
"case_100194","T14 Determine document X request unlicensed","2012/01/18 08:49:44.753","2012/01/18 08:49:44.753","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 3"
"case_100194","T15 Print document X request unlicensed","2012/01/18 08:50:57.577","2012/01/18 08:50:57.577","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 2"
"case_100195","Confirmation of receipt","2011/10/19 08:56:55.204","2011/10/19 08:56:55.204","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100195","T02 Check confirmation of receipt","2011/10/19 08:57:39.722","2011/10/19 08:57:39.722","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 4"
"case_100195","T04 Determine confirmation of receipt","2011/10/19 08:58:15.323","2011/10/19 08:58:15.323","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 3"
"case_100195","T05 Print and send confirmation of receipt","2011/10/19 08:58:36.018","2011/10/19 08:58:36.018","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 2"
"case_100195","T06 Determine necessity of stop advice","2011/10/19 08:58:54.326","2011/10/19 08:58:54.326","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100195","T10 Determine necessity to stop indication","2011/10/20 13:06:59.060","2011/10/20 13:06:59.060","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100195","T11 Create document X request unlicensed","2012/01/18 08:48:33.680","2012/01/18 08:48:33.680","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100195","T12 Check document X request unlicensed","2012/01/18 08:49:09.359","2012/01/18 08:49:09.359","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 4"
"case_100195","T14 Determine document X request unlicensed","2012/01/18 08:49:44.753","2012/01/18 08:49:44.753","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 3"
"case_100195","T15 Print document X request unlicensed","2012/01/18 08:50:57.577","2012/01/18 08:50:57.577","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 2"
"case_100196","Confirmation of receipt","2011/10/19 08:56:55.204","2011/10/19 08:56:55.204","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 1"
"case_100196","T02 Check confirmation of receipt","2011/10/19 08:57:39.722","2011/10/19 08:57:39.722","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 4"
"case_100196","T04 Determine confirmation of receipt","2011/10/19 08:58:15.323","2011/10/19 08:58:15.323","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 3"
"case_100196","T05 Print and send confirmation of receipt","2011/10/19 08:58:36.018","2011/10/19 08:58:36.018","2011/12/12 00:06:40.010","2012/01/18 08:50:57.856","Resource21","Internet","2011/10/17 00:06:40.020","General","2011/12/12 00:06:40.000","Group 2",,"1000-15000","Resource21","Group 2"
